100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;
100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;
100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;
100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198;162;162;162;150;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;-3400;-3325;-3400;-3361;-3418;150;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;-3380;-410;-400;-486;-5318;250;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;-1200;-4268;-1361;-1325;-1311;-3243;150;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;200;86;86;86;150;0;0;0;0;0;0;100000;100000;100000;100000;
100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;
100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;
100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;
100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;100000;
